date,survivor,time,killer,map,self survived,total survived,bloodpoints,killersalt,survivorsalt,swfcount,perk1,perk2,perk3,perk4,crossplay,platform,notes
2021-05-01,Claudette,1925,Wraith,Shelter Woods,1,4,13600,,,2,Self-Care,Botany Knowledge,Empathy,Leader,1,PC,
2021-05-01,Adam,1942,Cannibal,Family Residence,0,0,8663,,,2,Autodidact,Diversion,Deliverance,None,1,PC,
2021-05-01,Adam,1956,Pyramid Head,Blood Lodge,1,2,16736,,,2,Autodidact,Diversion,Deliverance,None,1,PC,
2021-05-01,Claudette,2010,Deathslinger,Gas Heaven,0,1,13052,,,2,Self-Care,Botany Knowledge,Empathy,Leader,1,PC,
2021-05-01,Dwight,2036,Deathslinger,Treatment Theater,1,4,23438,,,4,Ace in the Hole,Plunderer's Instinct,Appraisal,Bond,1,PC,
2021-05-01,Dwight,2053,Legion,Coal Tower,0,2,12011,,,4,Ace in the Hole,Plunderer's Instinct,Appraisal,Bond,1,PC,
2021-05-01,Claudette,2112,Pyramid Head,Azarov's Resting Place,0,0,14987,,,4,Self-Care,Botany Knowledge,Empathy,Prove Thyself,1,PC,
2021-05-01,Claudette,2129,Cannibal,Coal Tower,1,3,19119,,,4,Self-Care,Botany Knowledge,Empathy,Leader,1,PC,
2021-05-03,Claudette,818,Deathslinger,Wrecker's Yard,1,4,21352,,,1,Self-Care,Botany Knowledge,Empathy,Prove Thyself,1,PC,
2021-05-04,Nancy,1550,Huntress,Shelter Woods,1,3,16084,,,1,Fixated,Inner Strength,Better Together,None,1,PC,
2021-05-04,Claudette,1610,Hillbilly,Rotten Fields,1,2,18895,,,1,Self-Care,Botany Knowledge,Empathy,Leader,1,PC,
2021-05-04,Claudette,1631,Spirit,Fractured Cowshed,1,4,18434,,,1,Self-Care,Botany Knowledge,Empathy,Leader,1,PC,
2021-05-04,Claudette,1730,Doctor,Fractured Cowshed,1,4,19008,,,1,Self-Care,Botany Knowledge,Empathy,Leader,1,PC,
2021-05-04,Claudette,1747,Twins,Blood Lodge,0,0,16634,,,1,Self-Care,Botany Knowledge,Empathy,Prove Thyself,1,PC,
2021-05-04,Claudette,1807,Cannibal,Treatment Theater,0,2,12064,,,1,Self-Care,Botany Knowledge,Empathy,Prove Thyself,1,PC,
2021-05-04,Claudette,2049,Huntress,Pale Rose,1,4,21651,,,1,Self-Care,Botany Knowledge,Empathy,Prove Thyself,1,PC,
2021-05-04,Claudette,2109,Demogorgon,Gas Heaven,1,4,14708,,,1,Self-Care,Botany Knowledge,Empathy,Leader,1,PC,
2021-05-04,Laurie,1948,Demogorgon,Ormond,1,2,21566,,,1,Decisive Strike,Object of Obsession,Sole Survivor,None,1,PC,
2021-05-04,Claudette,2214,Deathslinger,Gas Heaven,1,2,26388,,,2,Self-Care,Botany Knowledge,Empathy,Leader,1,PC,
2021-05-04,Yui,2236,Oni,Hawkins,1,1,24351,,,2,Any Means Necessary,Breakout,Lucky Break,None,1,PC,
2021-05-04,Claudette,2251,Demogorgon,Mother's Dwelling,0,0,4573,,,2,Self-Care,Botany Knowledge,Empathy,Leader,1,PC,
2021-05-05,Claudette,503,Deathslinger,Wrecker's Yard,1,4,19953,,,1,Self-Care,Botany Knowledge,Empathy,Leader,1,PC,
2021-05-05,Claudette,520,Trickster,Mother's Dwelling,0,0,18777,,,1,Self-Care,Botany Knowledge,Empathy,Leader,1,PC,
2021-05-05,Jake,536,Trickster,Grim Pantry,1,4,23190,,,1,Iron Will,Calm Spirit,Saboteur,Prove Thyself,1,PC,
2021-05-05,Jake,557,Trapper,Badham Preschool,0,0,17169,,,1,Iron Will,Calm Spirit,Saboteur,Prove Thyself,1,PC,
2021-05-05,Dwight,609,Huntress,Temple of Purgation,0,2,4539,,,1,Ace in the Hole,Plunderer's Instinct,Appraisal,Bond,1,PC,
2021-05-05,Dwight,627,Huntress,Fractured Cowshed,1,3,20371,,,1,Ace in the Hole,Plunderer's Instinct,Appraisal,Bond,1,PC,
2021-05-05,Dwight,639,Cannibal,Blood Lodge,0,0,14013,,,1,Ace in the Hole,Plunderer's Instinct,Appraisal,Bond,1,PC,
2021-05-05,Claudette,657,Oni,Grim Pantry,1,3,18777,,,1,Self-Care,Botany Knowledge,Empathy,Leader,1,PC,
2021-05-05,Claudette,737,Doctor,Father Campbell's Chapel,1,3,17060,,,1,Self-Care,Botany Knowledge,Empathy,Leader,1,PC,
2021-05-05,Claudette,752,Doctor,Torment Creek,1,3,15814,,,1,Self-Care,Botany Knowledge,Empathy,Leader,1,PC,
2021-05-05,Felix,809,Doctor,Rancid Abattoir,1,1,23928,,,1,Desperate Measures,Small Game,Built to Last,None,1,PC,
2021-05-05,Felix,821,Doctor,Torment Creek,0,0,10754,,,1,Desperate Measures,Small Game,Built to Last,None,1,PC,
2021-05-05,Claudette,2009,Doctor,The Game,0,0,16737,,,2,Self-Care,Botany Knowledge,Empathy,Leader,1,PC,
2021-05-05,Claudette,2028,Clown,Gas Heaven,1,2,22745,,,2,Self-Care,Botany Knowledge,Empathy,Leader,1,PC,
2021-05-05,Claudette,2110,Deathslinger,Grim Pantry,1,4,22664,,,2,Self-Care,Botany Knowledge,Empathy,Leader,1,PC,
2021-05-05,Claudette,2130,Hillbilly,Fractured Cowshed,1,3,21397,,,2,Self-Care,Botany Knowledge,Empathy,Leader,1,PC,
2021-05-05,Claudette,2149,Plague,Ormond,1,3,20303,,,2,Self-Care,Botany Knowledge,Empathy,Leader,1,PC,
2021-05-06,Claudette,236,Demogorgon,Rotten Fields,1,4,24261,,,1,Self-Care,Botany Knowledge,Empathy,Leader,1,PC,
2021-05-06,Claudette,255,Huntress,Haddonfield,0,0,17217,,,1,Self-Care,Botany Knowledge,Empathy,Leader,1,PC,
2021-05-06,Bill,314,Oni,Torment Creek,1,4,20628,,,1,Unbreakable,Borrowed Time,Kindred,We'll Make It,1,PC,
2021-05-06,Bill,342,Cannibal,Midwich,0,0,15156,,,1,Unbreakable,Borrowed Time,Kindred,We'll Make It,1,PC,
2021-05-06,Bill,416,Oni,Family Residence,0,3,14329,,,1,Unbreakable,Borrowed Time,Kindred,We'll Make It,1,PC,
2021-05-06,Claudette,433,Wraith,Rotten Fields,0,1,15583,,,1,Self-Care,Botany Knowledge,Empathy,Leader,1,PC,
2021-05-06,Claudette,516,Doctor,Coal Tower,0,0,13737,,,1,Self-Care,Botany Knowledge,Empathy,Leader,1,PC,
2021-05-06,Meg,533,Cannibal,Rotten Fields,0,1,17296,,,1,Quick and Quiet,Sprint Burst,Adrenaline,Resilience,1,PC,
2021-05-06,Meg,948,Clown,Groaning Storehouse,1,4,19480,,,1,Quick and Quiet,Sprint Burst,Adrenaline,Bond,1,PC,
2021-05-06,Meg,1008,Trickster,Azarov's Resting Place,0,0,6995,,,1,Quick and Quiet,Sprint Burst,Adrenaline,Resilience,1,PC,
2021-05-06,Meg,1022,Wraith,Sanctum of Wrath,1,4,22575,,,1,Quick and Quiet,Sprint Burst,Adrenaline,Resilience,1,PC,
2021-05-06,Meg,1056,Cannibal,Mother's Dwelling,0,1,17560,,,1,Quick and Quiet,Sprint Burst,Adrenaline,Resilience,1,PC,
2021-05-06,Felix,1038,Deathslinger,Treatment Theater,0,1,11718,,,1,Visionary,Small Game,Built to Last,None,1,PC,
2021-05-05,Dwight,1114,Trapper,Groaning Storehouse,1,2,20447,,,1,Ace in the Hole,Plunderer's Instinct,Appraisal,Bond,1,PC,
2021-05-05,Dwight,1131,Clown,Treatment Theater,1,4,17189,,,1,Ace in the Hole,Plunderer's Instinct,Appraisal,Bond,1,PC,
2021-05-06,Meg,1308,Plague,Ormond,1,4,19729,,,1,Quick and Quiet,Sprint Burst,Adrenaline,Plunderer's Instinct,1,PC,
2021-05-06,Bill,1323,Wraith,Rotten Fields,0,NA,10834,,,1,Unbreakable,Borrowed Time,Kindred,Spine Chill,1,PC,
2021-05-06,Bill,1338,Wraith,Wrecker's Yard,0,0,11240,,,1,Unbreakable,Borrowed Time,Kindred,Spine Chill,1,PC,
2021-05-06,Meg,1404,Cannibal,Coal Tower,0,0,9024,,,1,Quick and Quiet,Sprint Burst,Adrenaline,Decisive Strike,1,PC,
2021-05-06,Meg,1418,Plague,Suffocation Pit,1,4,20916,,,1,Quick and Quiet,Sprint Burst,Adrenaline,Decisive Strike,1,PC,
2021-05-06,Meg,1446,Cannibal,Midwich,0,2,12584,,,1,Quick and Quiet,Sprint Burst,Adrenaline,Decisive Strike,1,PC,
2021-05-06,Meg,1501,Wraith,Mother's Dwelling,0,0,11048,,,1,Spine Chill,Sprint Burst,Adrenaline,Decisive Strike,1,PC,
2021-05-06,Meg,1528,Huntress,Azarov's Resting Place,0,0,17032,,,1,Spine Chill,Sprint Burst,Adrenaline,Decisive Strike,1,PC,
2021-05-06,Meg,1600,Nurse,Mother's Dwelling,1,3,21899,,,1,Spine Chill,Sprint Burst,Adrenaline,Decisive Strike,1,PC,
2021-05-06,Meg,1616,Ghostface,Sanctum of Wrath,0,2,18739,,,1,Spine Chill,Sprint Burst,Adrenaline,Decisive Strike,1,PC,
2021-05-06,Meg,1637,Hillbilly,Grim Pantry,0,3,19018,,,1,Spine Chill,Sprint Burst,Adrenaline,Decisive Strike,1,PC,
2021-05-06,Claudette,1653,Hag,Shelter Woods,0,2,24808,,,1,Self-Care,Botany Knowledge,Empathy,Leader,1,PC,
2021-05-06,Meg,1838,Nurse,Blood Lodge,0,0,14684,,,1,Spine Chill,Sprint Burst,Adrenaline,Decisive Strike,1,PC,
2021-05-06,Meg,2329,Twins,Temple of Purgation,0,0,13605,,,1,Spine Chill,Sprint Burst,Adrenaline,Decisive Strike,1,PC,
2021-05-07,Meg,42,Deathslinger,Dead Dog Saloon,1,2,15270,,,1,Spine Chill,Sprint Burst,Adrenaline,Decisive Strike,1,PC,
2021-05-07,Meg,100,Trickster,The Game,1,4,16309,,,1,Spine Chill,Sprint Burst,Adrenaline,Decisive Strike,1,PC,
2021-05-07,Meg,151,Plague,Treatment Theater,0,1,12540,,,1,Spine Chill,Sprint Burst,Adrenaline,Decisive Strike,1,PC,
2021-05-07,Nancy,217,Cannibal,Coal Tower,1,4,16986,,,1,Fixated,Inner Strength,Bond,Spine Chill,1,PC,
2021-05-07,Claudette,232,Doctor,Azarov's Resting Place,0,0,14390,,,1,Self-Care,Botany Knowledge,Empathy,Leader,1,PC,
2021-05-07,Meg,1558,Plague,Fractured Cowshed,1,2,21386,,,1,Spine Chill,Sprint Burst,Adrenaline,Decisive Strike,1,PC,
2021-05-07,Nancy,1709,Pig,Family Residence,0,0,18486,,,1,Spine Chill,Inner Strength,Fixated,Bond,1,PC,
2021-05-07,Felix,1735,Cannibal,Suffocation Pit,1,1,13683,,,1,Decisive Strike,Small Game,Built to Last,Visionary,1,PC,
2021-05-07,Claudette,2334,Pyramid Head,Fractured Cowshed,1,2,24476,,,1,Self-Care,Botany Knowledge,Empathy,We'll Make It,1,PC,
2021-05-08,Nancy,159,Twins,Groaning Storehouse,1,4,13739,,,1,Fixated,Inner Strength,Bond,Spine Chill,1,PC,
2021-05-08,Nancy,215,Ghostface,Fractured Cowshed,1,4,16175,,,1,Fixated,Inner Strength,Adrenaline,Spine Chill,1,PC,
2021-05-08,Bill,234,Spirit,Sanctum of Wrath,0,0,18621,,,1,Unbreakable,Borrowed Time,Kindred,Spine Chill,1,PC,
2021-05-08,Bill,1317,Nurse,Ormond,0,0,16435,,,1,Unbreakable,Borrowed Time,Kindred,Spine Chill,1,PC,
2021-05-09,Claudette,2317,Cannibal,Shelter Woods,1,4,14476,,,1,Self-Care,Botany Knowledge,Empathy,We'll Make It,1,PC,
2021-05-09,Nancy,2344,Demogorgon,Azarov's Resting Place,1,3,26772,,,1,Fixated,Inner Strength,Adrenaline,Spine Chill,1,PC,
2021-05-11,Ace,101,Spirit,Wrecker's Yard,0,0,13329,,,1,Plunderer's Instinct,Ace in the Hole,Appraisal,Bond,1,PC,
2021-05-11,Ace,117,Huntress,Wretched Shop,0,0,9172,,,1,Plunderer's Instinct,Ace in the Hole,Appraisal,Bond,1,PC,
2021-05-11,Ace,139,Nurse,Dead Dog Saloon,0,0,13818,,,1,Plunderer's Instinct,Ace in the Hole,Appraisal,Bond,1,PC,
2021-05-11,Nancy,153,Plague,Mother's Dwelling,1,4,14457,,,1,Fixated,Inner Strength,Sprint Burst,Spine Chill,1,PC,
2021-05-11,Nancy,215,Clown,Temple of Purgation,1,2,20906,,,1,Fixated,Inner Strength,Sprint Burst,Spine Chill,1,PC,
2021-05-11,Nancy,229,Pyramid Head,Groaning Storehouse,0,1,5429,,,1,Fixated,Inner Strength,Sprint Burst,Spine Chill,1,PC,
2021-05-11,Nancy,248,Oni,Torment Creek,0,3,13955,,,1,Fixated,Inner Strength,Sprint Burst,Spine Chill,1,PC,
2021-05-11,Nancy,308,Doctor,Mother's Dwelling,1,1,24164,,,1,Fixated,Inner Strength,Sprint Burst,Spine Chill,1,PC,
2021-05-11,Nancy,320,Hag,Father Campbell's Chapel,0,0,4881,,,1,Fixated,Inner Strength,Sprint Burst,Spine Chill,1,PC,
2021-05-11,Bill,337,Hag,Wrecker's Yard,0,1,12587,,,1,Unbreakable,Borrowed Time,Kindred,Spine Chill,1,PC,
2021-05-11,Bill,758,Wraith,Badham Preschool,0,0,11064,,,1,Unbreakable,Borrowed Time,Kindred,Spine Chill,1,PC,
2021-05-11,Nancy,1508,Ghostface,Gas Heaven,0,2,8960,,,1,Fixated,Inner Strength,Sprint Burst,Spine Chill,1,PC,
2021-05-11,Nancy,1524,Clown,Mother's Dwelling,1,3,14511,,,1,Fixated,Inner Strength,Sprint Burst,Spine Chill,1,PC,
2021-05-11,Nancy,1539,Trapper,Wrecker's Yard,1,4,14047,,,1,Fixated,Inner Strength,Sprint Burst,Spine Chill,1,PC,
2021-05-11,Nancy,1558,Nurse,Sanctum of Wrath,0,0,14184,,,1,Fixated,Inner Strength,Sprint Burst,Spine Chill,1,PC,
2021-05-11,Bill,2329,Oni,Grim Pantry,0,0,20882,,,1,Unbreakable,Adrenaline,Borrowed Time,Spine Chill,1,PC,
2021-05-11,Claudette,2244,Myers,Ormond,1,3,15017,,,1,Self-Care,Botany Knowledge,Empathy,We'll Make It,1,PC,
2021-05-11,Claudette,2303,Deathslinger,Dead Dog Saloon,1,4,20555,,,1,Self-Care,Botany Knowledge,Empathy,We'll Make It,1,PC,
2021-05-12,Bill,453,Hillbilly,Badham Preschool,0,3,13316,,,1,Unbreakable,Adrenaline,Borrowed Time,Spine Chill,1,PC,
2021-05-12,Nancy,507,Blight,Azarov's Resting Place,1,4,19590,,,1,Fixated,Inner Strength,Sprint Burst,Spine Chill,1,PC,
2021-05-12,Nancy,522,Cannibal,Wrecker's Yard,0,1,13558,,,1,Fixated,Inner Strength,Sprint Burst,Spine Chill,1,PC,
2021-05-12,Claudette,539,Ghostface,Shelter Woods,0,0,15850,,,1,Self-Care,Botany Knowledge,Empathy,We'll Make It,1,PC,
2021-05-12,Bill,621,Freddy,Coal Tower,0,1,19028,,,1,Unbreakable,Adrenaline,Inner Strength,Small Game,1,PC,
2021-05-12,Bill,641,Freddy,Dead Dog Saloon,1,4,23376,,,1,Unbreakable,Adrenaline,Inner Strength,Small Game,1,PC,
2021-05-12,Felix,744,Hillbilly,Ironworks of Misery,1,4,14061,,,1,Decisive Strike,Small Game,Spine Chill,Sprint Burst,1,PC,
2021-05-12,Felix,800,Oni,Rotten Fields,0,0,9592,,,1,Decisive Strike,Small Game,Sprint Burst,Object of Obsession,1,PC,
2021-05-12,Felix,814,Huntress,Grim Pantry,1,3,18501,,,1,Decisive Strike,Small Game,Spine Chill,Sprint Burst,1,PC,
2021-05-12,Felix,1616,Doctor,Gas Heaven,1,4,19129,,,1,Decisive Strike,Small Game,Spine Chill,Sprint Burst,1,PC,
2021-05-12,Felix,1639,Huntress,Grim Pantry,0,0,13751,,,1,Decisive Strike,Small Game,Spine Chill,Sprint Burst,1,PC,
2021-05-12,Felix,1701,Trapper,Wrecker's Yard,1,1,22053,,,1,Decisive Strike,Small Game,Spine Chill,Sprint Burst,1,PC,
2021-05-12,Felix,2142,Plague,Sanctum of Wrath,0,2,23982,,,2,Decisive Strike,Small Game,Spine Chill,Sprint Burst,1,PC,
2021-05-12,Felix,2204,Deathslinger,Treatment Theater,0,2,18885,,,2,Decisive Strike,Dark Sense,Spine Chill,Sprint Burst,1,PC,
2021-05-12,Felix,2227,Pig,Badham Preschool,0,1,16150,,,2,Decisive Strike,Small Game,Spine Chill,Sprint Burst,1,PC,
2021-05-13,Felix,456,Blight,Grim Pantry,0,0,8287,,,1,Decisive Strike,Small Game,Spine Chill,Sprint Burst,1,PC,
2021-05-15,Felix,1317,Trickster,Haddonfield,1,3,23081,,,2,Decisive Strike,Small Game,Spine Chill,Sprint Burst,1,PC,
2021-05-15,Felix,1330,Ghostface,Hawkins,0,1,10083,,,2,Decisive Strike,Small Game,Spine Chill,Sprint Burst,1,PC,
2021-05-15,Felix,1350,Wraith,Grim Pantry,0,0,11108,,,2,Decisive Strike,Small Game,Spine Chill,Sprint Burst,1,PC,
2021-05-15,Felix,1401,Deathslinger,Mother's Dwelling,0,0,10667,,,2,Decisive Strike,Small Game,Spine Chill,Sprint Burst,1,PC,
2021-05-15,Felix,1428,Myers,Torment Creek,1,2,19809,,,3,Decisive Strike,Small Game,Spine Chill,Sprint Burst,1,PC,
2021-05-15,Felix,1445,Cannibal,Coal Tower,1,3,16334,,,4,Decisive Strike,Small Game,Spine Chill,Sprint Burst,1,PC,
2021-05-15,Felix,1501,Trickster,Hawkins,1,4,23354,,,4,Decisive Strike,Small Game,Spine Chill,Sprint Burst,1,PC,
2021-05-15,Felix,1510,Huntress,Coal Tower,0,4,4194,,,4,Decisive Strike,Small Game,Spine Chill,Sprint Burst,1,PC,
2021-05-17,Felix,347,Doctor,Disturbed Ward,0,1,19549,,,1,Sprint Burst,Decisive Strike,Spine Chill,Object of Obsession,1,PC,
2021-05-17,Felix,401,Cannibal,Coal Tower,0,1,14542,,,1,Sprint Burst,Decisive Strike,Spine Chill,Object of Obsession,1,PC,
2021-05-17,Felix,413,Spirit,Mother's Dwelling,1,4,11921,,,1,Sprint Burst,Decisive Strike,Spine Chill,Object of Obsession,1,PC,
2021-05-17,Felix,428,Myers,Shelter Woods,0,2,11261,,,1,Sprint Burst,Decisive Strike,Spine Chill,Object of Obsession,1,PC,
2021-05-17,Felix,444,Pig,Wrecker's Yard,1,2,18887,,,1,Sprint Burst,Decisive Strike,Spine Chill,Object of Obsession,1,PC,
2021-05-17,Felix,747,Spirit,Gas Heaven,0,0,17188,,,1,Sprint Burst,Decisive Strike,Spine Chill,Object of Obsession,1,PC,
2021-05-20,Felix,232,Deathslinger,The Game,0,0,15805,,,1,Sprint Burst,Decisive Strike,Spine Chill,Small Game,1,PC,
2021-05-21,Felix,2003,Huntress,Ironworks of Misery,1,3,22410,,,2,Sprint Burst,Decisive Strike,Spine Chill,Small Game,1,PC,
2021-05-21,Felix,2021,Myers,Father Campbell's Chapel,1,0,22759,,,2,Sprint Burst,Decisive Strike,Spine Chill,Small Game,1,PC,
2021-05-21,Felix,2202,Oni,Father Campbell's Chapel,0,2,25934,,,2,Sprint Burst,Decisive Strike,Spine Chill,Small Game,1,PC, 
2021-05-21,Claudette,2121,Cannibal,Ormond,0,0,15992,,,2,Self-Care,Botany Knowledge,Empathy,We'll Make It,1,PC,
2021-05-21,Felix,2219,Nurse,Mother's Dwelling,1,4,20640,,,2,Sprint Burst,Decisive Strike,Spine Chill,Small Game,1,PC,
2021-05-21,Felix,2238,Myers,Azarov's Resting Place,0,0,14837,,,2,Sprint Burst,Decisive Strike,Spine Chill,Small Game,1,PC,
2021-05-22,Felix,1046,Hag,Temple of Purgation,1,1,25965,,,2,Sprint Burst,Decisive Strike,Spine Chill,Small Game,1,PC,
2021-05-22,Felix,1101,Huntress,Dead Dog Saloon,1,2,25973,,,2,Sprint Burst,Decisive Strike,Spine Chill,Small Game,1,PC,
2021-05-22,Felix,1116,Wraith,Hawkins,0,0,13357,,,2,Sprint Burst,Decisive Strike,Spine Chill,Small Game,1,PC,
2021-05-22,Felix,1133,Freddy,Sanctum of Wrath,0,1,7891,,,3,Sprint Burst,Decisive Strike,Spine Chill,Small Game,1,PC,
2021-05-22,Felix,1148,Freddy,Ironworks of Misery,1,2,17265,,,3,Sprint Burst,Decisive Strike,Spine Chill,Small Game,1,PC,
2021-05-21,Claudette,1205,Doctor,Midwich,0,0,14613,,,4,Self-Care,Botany Knowledge,Empathy,Prove Thyself,1,PC,
2021-05-23,Felix,1730,Doctor,Badham Preschool,1,4,23680,,,2,Inner Strength,Decisive Strike,Spine Chill,Small Game,1,PC,
2021-05-23,Felix,1745,Trickster,Ormond,0,0,15396,,,2,Inner Strength,Decisive Strike,Spine Chill,Small Game,1,PC,
2021-05-23,Felix,1806,Plague,Father Campbell's Chapel,0,0,22233,,,2,Inner Strength,Quick and Quiet,Spine Chill,Small Game,1,PC,
2021-05-23,Felix,1835,Plague,Disturbed Ward,0,3,11063,,,4,Inner Strength,Decisive Strike,Spine Chill,Small Game,1,PC,
2021-05-23,Feng,1819,Blight,Temple of Purgation,1,4,16996,,,4,Alert,Technician,Lithe,None,1,PC,
2021-05-23,Felix,1921,Wraith,Rotten Fields,0,0,18410,,,4,Inner Strength,Decisive Strike,Spine Chill,Small Game,1,PC,
2021-05-23,Felix,1939,Myers,Temple of Purgation,1,3,25099,,,4,Inner Strength,Decisive Strike,Spine Chill,Small Game,1,PC,
2021-05-23,Felix,2000,Huntress,Temple of Purgation,1,4,26185,,,2,Inner Strength,Decisive Strike,Spine Chill,Small Game,1,PC,
2021-05-23,Felix,2027,Myers,Father Campbell's Chapel,1,4,19985,,,2,Inner Strength,Decisive Strike,Spine Chill,Small Game,1,PC,
2021-05-24,Felix,355,Hillbilly,Treatment Theater,0,2,17450,,,1,Inner Strength,Decisive Strike,Spine Chill,Small Game,1,PC,
2021-05-24,Felix,408,Freddy,Groaning Storehouse,0,0,9678,,,1,Inner Strength,Decisive Strike,Spine Chill,Small Game,1,PC,
2021-05-24,Felix,2213,Ghostface,Grim Pantry,0,0,21626,,,2,Inner Strength,Decisive Strike,Spine Chill,Small Game,1,PC,
2021-05-24,Felix,2234,Huntress,Ormond,0,1,11906,,,2,Inner Strength,Decisive Strike,Spine Chill,Small Game,1,PC,
2021-05-24,Felix,2258,Wraith,Haddonfield,1,3,19544,,,2,Inner Strength,Decisive Strike,Spine Chill,Small Game,1,PC,
2021-05-24,Tapp,2323,Blight,Torment Creek,0,2,24265,,,2,Stake Out,Tenacity,Detective's Hunch,None,1,PC,
2021-05-24,Tapp,2115,Pig,Azarov's Resting Place,0,2,15383,,,2,Stake Out,Tenacity,Detective's Hunch,None,1,PC,
2021-05-24,Tapp,2136,Huntress,Temple of Purgation,1,2,16507,,,2,Stake Out,Tenacity,Detective's Hunch,None,1,PC,
2021-05-23,Felix,2158,Twins,Dead Dog Saloon,0,1,22463,,,2,Inner Strength,Decisive Strike,Spine Chill,Small Game,1,PC,
2021-05-30,Felix,820,Huntress,Haddonfield,1,4,16149,,,1,Inner Strength,Decisive Strike,Spine Chill,Small Game,1,PC,
2021-05-30,Felix,838,Legion,Azarov's Resting Place,1,2,27484,,,1,Inner Strength,Decisive Strike,Spine Chill,Small Game,1,PC,
2021-05-31,Felix,1049,Trickster,Groaning Storehouse,0,0,13585,,,2,Inner Strength,Decisive Strike,Spine Chill,Small Game,1,PC,
2021-05-31,Felix,1104,Hag,Blood Lodge,1,2,19441,,,2,Inner Strength,Decisive Strike,Spine Chill,Small Game,1,PC,
2021-05-31,Felix,1118,Doctor,Grim Pantry,0,0,22642,,,2,Inner Strength,Decisive Strike,Spine Chill,Small Game,1,PC,
2021-05-31,Felix,1208,Pyramid Head,Ironworks of Misery,1,2,17339,,,2,Inner Strength,Decisive Strike,Spine Chill,Small Game,1,PC,
2021-05-31,Felix,1224,Deathslinger,Ormond,1,1,16881,,,2,Inner Strength,Decisive Strike,Spine Chill,Small Game,1,PC,
2021-06-02,Felix,235,Freddy,Torment Creek,1,3,17767,,,1,Inner Strength,Decisive Strike,Spine Chill,Small Game,1,PC,
2021-06-02,Felix,252,Demogorgon,Groaning Storehouse,1,4,20778,,,1,Inner Strength,Decisive Strike,Spine Chill,Small Game,1,PC,
2021-06-02,Felix,309,Plague,Torment Creek,0,3,16273,,,1,Inner Strength,Decisive Strike,Spine Chill,Small Game,1,PC,
2021-06-04,Felix,2245,Wraith,Family Residence,0,0,17992,,,2,Inner Strength,Decisive Strike,Spine Chill,Small Game,1,PC,
2021-06-04,Felix,2306,Pig,Midwich,1,4,19970,,,2,Inner Strength,Decisive Strike,Spine Chill,Small Game,1,PC,
2021-06-04,Felix,2331,Doctor,Badham Preschool,0,0,18083,,,2,Inner Strength,Decisive Strike,Spine Chill,Small Game,1,PC,
2021-06-04,Felix,2350,Trapper,Mother's Dwelling,0,3,8668,,,2,Inner Strength,Decisive Strike,Spine Chill,Small Game,1,PC,
2021-06-05,Felix,925,Wraith,Gas Heaven,0,1,12937,,,2,Inner Strength,Sprint Burst,Fixated,Small Game,1,PC,
2021-06-05,Felix,940,Freddy,Midwich,1,1,26243,,,2,Inner Strength,Decisive Strike,Spine Chill,Small Game,1,PC,
2021-06-05,Dwight,1018,Clown,Suffocation Pit,1,2,17239,,,2,Ace in the Hole,Bond,Appraisal,Plunderer's Instinct,1,PC,
2021-06-05,Dwight,1033,Pyramid Head,Grim Pantry,1,4,17239,,,2,Ace in the Hole,Bond,Appraisal,Plunderer's Instinct,1,PC,
2021-06-05,Dwight,1105,Cannibal,Wrecker's Yard,0,0,16852,,,2,Ace in the Hole,Bond,Appraisal,Plunderer's Instinct,1,PC,
2021-06-05,David,1115,Twins,Mother's Dwelling,0,2,13679,,,2,WGLF,Decisive Strike,Dead Hard,Small Game,1,PC,
2021-06-05,David,1135,Legion,Suffocation Pit,0,0,12990,,,2,WGLF,Decisive Strike,Dead Hard,Small Game,1,PC,
2021-06-05,David,2043,Plague,Haddonfield,0,0,14015,,,2,WGLF,Decisive Strike,Dead Hard,Small Game,1,PC,
2021-06-05,Felix,2107,Freddy,Hawkins,1,3,22362,,,4,Inner Strength,Decisive Strike,Spine Chill,Small Game,1,PC,
2021-06-05,Felix,2126,Nurse,Disturbed Ward,1,4,16355,,,4,Inner Strength,Decisive Strike,Spine Chill,Small Game,1,PC,
2021-06-05,Felix,2143,Deathslinger,Pale Rose,1,4,24842,,,4,Inner Strength,Sprint Burst,Spine Chill,Small Game,1,PC,
2021-06-05,Felix,2206,Huntress,Wretched Shop,1,2,23246,,,4,Inner Strength,Bond,Spine Chill,Small Game,1,PC,
2021-06-05,Claudette,2224,Huntress,The Game,1,4,10959,,,4,Self-Care,Botany Knowledge,Empathy,Leader,1,PC,
